date,airline,ch_code,num_code,dep_time,from,time_taken,stop,arr_time,to,price,class,ticket_id
11/03/2022,Vistara,UK,876,21:35,Hyderabad,10h 30m,1-stop,8:05,Delhi,"39,555",business,449
11/03/2022,GO FIRST,G8,790,14:00,Bangalore,06h 20m,1-stop,20:20,Mumbai,"6,863",economy,102
11/03/2022,GO FIRST,G8,801,5:30,Bangalore,14h 45m,1-stop,20:15,Mumbai,"4,663",economy,195
11/03/2022,GO FIRST,G8,285,15:45,Bangalore,03h 55m,1-stop,19:40,Mumbai,"4,096",economy,181
12/03/2022,Vistara,UK,866,21:40,Bangalore,10h 25m,1-stop,8:05,Delhi,"42,521",business,388
12/03/2022,Vistara,UK,970,8:45,Mumbai,07h 35m,1-stop,16:20,Chennai,"64,173",business,446
12/03/2022,Vistara,UK,874,8:30,Hyderabad,06h 00m,1-stop,14:30,Delhi,"39,555",business,444
12/03/2022,Vistara,UK,802,18:50,Bangalore,13h 05m,1-stop,7:55,Mumbai,"6,568",economy,57
12/03/2022,GO FIRST,G8,791,20:00,Bangalore,11h 45m,1-stop,7:45,Mumbai,"6,863",economy,103
12/03/2022,Vistara,UK,816,11:30,Bangalore,10h 30m,1-stop,22:00,Mumbai,"6,568",economy,236
12/03/2022,Vistara,UK,867,12:45,Bangalore,26h 00m,1-stop,14:45,Mumbai,"7,206",economy,90
12/03/2022,Vistara,UK,706,13:40,Delhi,07h 55m,1-stop,21:35,Mumbai,"36,577",business,328
12/03/2022,Air India,AI,508,13:05,Hyderabad,07h 30m,1-stop,20:35,Delhi,"44,583",business,434
13/03/2022,Indigo,6E,131,7:20,Bangalore,07h 25m,1-stop,14:45,Mumbai,"3,153",economy,163
13/03/2022,Air India,AI,440,6:10,Chennai,15h 25m,1-stop,21:35,Mumbai,"49,553",business,378
13/03/2022,Air India,AI,503,17:50,Bangalore,17h 25m,1-stop,11:15,Mumbai,"6,158",economy,26
13/03/2022,Air India,AI,505,10:25,Bangalore,11h 45m,1-stop,22:10,Mumbai,"6,158",economy,23
13/03/2022,Vistara,UK,954,6:00,Mumbai,10h 20m,1-stop,16:20,Chennai,"49,613",business,401
13/03/2022,Air India,AI,424,13:30,Kolkata,19h 55m,1-stop,9:25,Delhi,"43,305",business,277
13/03/2022,Air India,AI,539,17:00,Chennai,27h 00m,1-stop,20:00,Mumbai,"49,553",business,408
14/03/2022,Indigo,6E,841,14:50,Bangalore,05h 55m,1-stop,20:45,Mumbai,"3,153",economy,155
14/03/2022,Air India,AI,516,7:35,Bangalore,15h 25m,1-stop,23:00,Delhi,"35,554",business,457
14/03/2022,Vistara,UK,808,8:00,Bangalore,08h 30m,1-stop,16:30,Mumbai,"6,568",economy,43
14/03/2022,Indigo,6E,886,9:20,Bangalore,07h 15m,1-stop,16:35,Mumbai,"3,153",economy,162
15/03/2022,Air India,AI,526,19:00,Kolkata,23h 30m,1-stop,18:30,Delhi,"49,510",business,265
15/03/2022,Vistara,UK,878,12:55,Hyderabad,19h 10m,1-stop,8:05,Delhi,"39,555",business,297
15/03/2022,Vistara,UK,772,10:25,Kolkata,07h 40m,1-stop,18:05,Delhi,"66,063",business,497
15/03/2022,Air India,AI,526,19:00,Kolkata,18h 50m,1-stop,13:50,Delhi,"43,910",business,341
15/03/2022,Vistara,UK,836,10:45,Chennai,06h 55m,1-stop,17:40,Mumbai,"61,873",business,453
16/03/2022,Vistara,UK,846,8:30,Bangalore,01h 45m,1-stop,10:15,Mumbai,"2,150",economy,107
16/03/2022,Air India,AI,774,20:30,Mumbai,20h 35m,1-stop,17:05,Chennai,"51,117",business,481
16/03/2022,Vistara,UK,657,11:30,Bangalore,10h 05m,1-stop,21:35,Mumbai,"6,332",economy,18
16/03/2022,Air India,AI,508,13:05,Hyderabad,10h 50m,1-stop,23:55,Delhi,"44,583",business,292
17/03/2022,GO FIRST,G8,116,7:20,Bangalore,14h 35m,1-stop,21:55,Mumbai,"6,389",economy,73
17/03/2022,Indigo,6E,357,22:55,Bangalore,07h 40m,1-stop,6:35,Mumbai,"3,153",economy,166
17/03/2022,Vistara,UK,832,6:55,Chennai,15h 05m,1-stop,22:00,Mumbai,"69,713",business,358
17/03/2022,Air India,AI,505,10:25,Bangalore,23h 45m,1-stop,10:10,Mumbai,"6,158",economy,29
18/03/2022,Air India,AI,732,13:00,Kolkata,07h 55m,1-stop,20:55,Delhi,"32,881",business,344
18/03/2022,Vistara,UK,852,9:30,Bangalore,05h 00m,1-stop,14:30,Delhi,"42,521",business,487
18/03/2022,Air India,AI,430,9:55,Chennai,11h 20m,1-stop,21:15,Mumbai,"49,553",business,294
18/03/2022,Air India,AI,525,6:00,Hyderabad,27h 15m,1-stop,9:15,Delhi,"47,586",business,419
18/03/2022,Air India,AI,503,17:50,Bangalore,15h 15m,1-stop,9:05,Mumbai,"6,158",economy,213
18/03/2022,Air India,AI,503,17:50,Bangalore,16h 20m,1-stop,10:10,Mumbai,"6,158",economy,25
18/03/2022,Vistara,UK,808,8:00,Bangalore,07h 00m,1-stop,15:00,Mumbai,"6,568",economy,39
18/03/2022,Air India,AI,698,22:15,Hyderabad,12h 55m,1-stop,11:10,Delhi,"39,499",business,469
19/03/2022,Vistara,UK,818,19:40,Bangalore,12h 15m,1-stop,7:55,Mumbai,"6,568",economy,54
19/03/2022,Vistara,UK,801,9:05,Delhi,11h 10m,1-stop,20:15,Mumbai,"76,768",business,286
19/03/2022,AirAsia,I5,996,19:25,Bangalore,11h 10m,1-stop,6:35,Mumbai,"2,203",economy,140
19/03/2022,GO FIRST,G8,803,18:50,Bangalore,07h 10m,1-stop,2:00,Mumbai,"4,354",economy,187
19/03/2022,Air India,AI,808,21:00,Bangalore,12h 05m,1-stop,9:05,Mumbai,"6,578",economy,82
19/03/2022,Indigo,6E,5323,8:05,Bangalore,01h 50m,1-stop,9:55,Mumbai,"2,309",economy,143
20/03/2022,SpiceJet,SG,3027,5:45,Bangalore,09h 00m,1-stop,14:45,Mumbai,"3,990",economy,178
20/03/2022,Air India,AI,673,7:55,Mumbai,11h 45m,1-stop,19:40,Chennai,"51,117",business,396
20/03/2022,GO FIRST,G8,7548,19:00,Bangalore,01h 40m,1-stop,20:40,Mumbai,"2,201",economy,118
20/03/2022,Vistara,UK,810,7:00,Bangalore,07h 00m,1-stop,14:00,Mumbai,"6,568",economy,227
20/03/2022,Air India,AI,808,21:00,Bangalore,14h 15m,1-stop,11:15,Mumbai,"6,578",economy,85
20/03/2022,Air India,AI,531,20:00,Delhi,24h 45m,1-stop,20:45,Mumbai,"31,462",business,317
20/03/2022,Vistara,UK,985,19:50,Delhi,02h 10m,non-stop ,22:00,Mumbai,"50,264",business,253
20/03/2022,Vistara,UK,838,21:05,Chennai,14h 30m,1-stop,11:35,Mumbai,"56,273",business,428
20/03/2022,Vistara,UK,814,21:10,Bangalore,14h 25m,1-stop,11:35,Mumbai,"6,568",economy,251
21/03/2022,Vistara,UK,774,20:35,Kolkata,20h 10m,1-stop,16:45,Delhi,"75,393",business,255
21/03/2022,Vistara,UK,866,21:40,Bangalore,01h 45m,1-stop,23:25,Mumbai,"2,150",economy,109
21/03/2022,Vistara,UK,850,19:55,Bangalore,05h 00m,1-stop,0:55,Delhi,"42,521",business,352
21/03/2022,AirAsia,I5,741,11:20,Bangalore,10h 55m,1-stop,22:15,Mumbai,"3,385",economy,168
21/03/2022,Air India,AI,507,6:30,Bangalore,12h 00m,1-stop,18:30,Delhi,"35,554",business,363
21/03/2022,Vistara,UK,836,10:45,Chennai,08h 20m,1-stop,19:05,Mumbai,"57,393",business,284
21/03/2022,Vistara,UK,808,8:00,Bangalore,14h 00m,1-stop,22:00,Mumbai,"6,568",economy,58
21/03/2022,Vistara,UK,838,21:05,Chennai,12h 40m,1-stop,9:45,Mumbai,"64,113",business,270
22/03/2022,Vistara,UK,613,12:15,Mumbai,10h 30m,2+stop,22:45,Chennai,"64,879",business,499
22/03/2022,Vistara,UK,812,9:45,Bangalore,09h 20m,1-stop,19:05,Mumbai,"6,568",economy,233
22/03/2022,Vistara,UK,836,10:45,Chennai,08h 20m,1-stop,19:05,Mumbai,"57,393",business,413
22/03/2022,AirAsia,I5,749,22:25,Bangalore,08h 10m,1-stop,6:35,Mumbai,"2,203",economy,138
23/03/2022,Air India,AI,430,9:55,Chennai,12h 15m,1-stop,22:10,Mumbai,"49,553",business,443
23/03/2022,Air India,AI,526,19:00,Kolkata,23h 30m,1-stop,18:30,Delhi,"43,910",business,450
23/03/2022,Vistara,UK,812,9:45,Bangalore,13h 05m,1-stop,22:50,Mumbai,"6,568",economy,56
23/03/2022,Vistara,UK,706,13:40,Delhi,07h 55m,1-stop,21:35,Mumbai,"36,577",business,350
23/03/2022,Air India,AI,804,6:10,Bangalore,06h 40m,1-stop,12:50,Mumbai,"6,578",economy,76
23/03/2022,Air India,AI,507,8:40,Hyderabad,07h 35m,1-stop,16:15,Delhi,"37,846",business,379
23/03/2022,AirAsia,I5,1451,5:40,Bangalore,13h 55m,1-stop,19:35,Mumbai,"2,203",economy,141
24/03/2022,Indigo,6E,6067,16:20,Bangalore,07h 05m,1-stop,23:25,Mumbai,"3,153",economy,160
24/03/2022,GO FIRST,G8,118,21:55,Bangalore,06h 20m,1-stop,4:15,Mumbai,"6,389",economy,64
24/03/2022,Indigo,6E,638,19:20,Bangalore,04h 05m,1-stop,23:25,Mumbai,"3,153",economy,147
24/03/2022,Air India,AI,640,6:45,Bangalore,01h 50m,1-stop,8:35,Mumbai,"2,208",economy,132
25/03/2022,Vistara,UK,866,21:40,Bangalore,10h 25m,1-stop,8:05,Delhi,"42,521",business,285
25/03/2022,Air India,AI,773,17:15,Kolkata,06h 30m,1-stop,23:45,Delhi,"53,743",business,400
25/03/2022,Air India,AI,573,12:50,Bangalore,10h 10m,1-stop,23:00,Delhi,"52,586",business,432
25/03/2022,Vistara,UK,897,7:55,Bangalore,15h 05m,1-stop,23:00,Mumbai,"4,792",economy,192
25/03/2022,Vistara,UK,810,7:00,Bangalore,08h 00m,1-stop,15:00,Mumbai,"6,568",economy,42
25/03/2022,Vistara,UK,852,9:30,Bangalore,05h 00m,1-stop,14:30,Delhi,"42,521",business,462
25/03/2022,Indigo,6E,5365,7:00,Bangalore,01h 50m,1-stop,8:50,Mumbai,"2,201",economy,120
25/03/2022,Vistara,UK,838,21:05,Chennai,15h 30m,1-stop,12:35,Mumbai,"61,873",business,304
26/03/2022,Air India,AI,610,19:10,Bangalore,24h 10m,1-stop,19:20,Delhi,"42,521",business,392
26/03/2022,Air India,AI,505,10:25,Bangalore,23h 45m,1-stop,10:10,Mumbai,"6,158",economy,218
26/03/2022,GO FIRST,G8,812,22:15,Bangalore,13h 50m,1-stop,12:05,Mumbai,"4,299",economy,186
27/03/2022,Vistara,UK,864,19:00,Bangalore,01h 45m,1-stop,20:45,Mumbai,"2,150",economy,108
27/03/2022,Vistara,UK,820,17:50,Bangalore,14h 05m,1-stop,7:55,Mumbai,"6,568",economy,250
27/03/2022,Air India,AI,9517,18:50,Bangalore,26h 45m,1-stop,21:35,Mumbai,"5,771",economy,203
27/03/2022,Vistara,UK,950,21:55,Mumbai,22h 20m,1-stop,20:15,Chennai,"61,933",business,356
27/03/2022,Vistara,UK,878,12:55,Hyderabad,12h 00m,1-stop,0:55,Delhi,"39,555",business,281
28/03/2022,Vistara,UK,832,6:55,Chennai,15h 05m,1-stop,22:00,Mumbai,"69,713",business,390
28/03/2022,Vistara,UK,940,19:45,Mumbai,24h 30m,1-stop,20:15,Chennai,"64,173",business,436
28/03/2022,Air India,AI,507,8:40,Hyderabad,07h 35m,1-stop,16:15,Delhi,"37,846",business,330
28/03/2022,Vistara,UK,808,8:00,Bangalore,02h 40m,non-stop ,10:40,Delhi,"32,923",business,467
28/03/2022,Vistara,UK,838,21:05,Chennai,22h 00m,1-stop,19:05,Mumbai,"57,393",business,463
29/03/2022,Vistara,UK,820,17:50,Bangalore,14h 05m,1-stop,7:55,Mumbai,"6,568",economy,61
29/03/2022,Indigo,6E,841,14:50,Bangalore,04h 55m,1-stop,19:45,Mumbai,"4,806",economy,4
29/03/2022,Air India,AI,698,22:15,Hyderabad,22h 10m,1-stop,20:25,Delhi,"39,499",business,409
30/03/2022,Vistara,UK,814,21:10,Bangalore,02h 35m,non-stop ,23:45,Delhi,"32,923",business,347
30/03/2022,Vistara,UK,808,8:00,Bangalore,13h 15m,1-stop,21:15,Mumbai,"7,212",economy,98
30/03/2022,Vistara,UK,867,12:45,Bangalore,11h 55m,1-stop,0:40,Delhi,"48,298",business,397
31/03/2022,Air India,AI,610,19:10,Bangalore,23h 05m,1-stop,18:15,Delhi,"42,521",business,303
31/03/2022,Air India,AI,738,11:50,Bangalore,12h 05m,1-stop,23:55,Delhi,"39,847",business,417
31/03/2022,Air India,AI,738,11:50,Bangalore,05h 35m,1-stop,17:25,Mumbai,"5,290",economy,198
01/04/2022,Air India,AI,616,8:25,Hyderabad,09h 55m,1-stop,18:20,Delhi,"39,499",business,496
01/04/2022,Vistara,UK,810,7:00,Bangalore,12h 05m,1-stop,19:05,Mumbai,"6,568",economy,52
01/04/2022,Air India,AI,538,20:20,Chennai,13h 50m,1-stop,10:10,Mumbai,"49,553",business,364
01/04/2022,Air India,AI,531,20:00,Delhi,24h 45m,1-stop,20:45,Mumbai,"37,286",business,257
01/04/2022,Vistara,UK,802,18:50,Bangalore,13h 05m,1-stop,7:55,Mumbai,"6,568",economy,246
01/04/2022,Vistara,UK,812,9:45,Bangalore,07h 55m,1-stop,17:40,Mumbai,"6,568",economy,230
01/04/2022,Vistara,UK,812,9:45,Bangalore,14h 05m,1-stop,23:50,Mumbai,"6,568",economy,249
02/04/2022,Air India,AI,698,22:15,Hyderabad,10h 55m,1-stop,9:10,Delhi,"39,499",business,326
02/04/2022,Indigo,6E,6464,4:30,Bangalore,01h 40m,1-stop,6:10,Mumbai,"2,201",economy,114
02/04/2022,Indigo,6E,7227,6:05,Bangalore,07h 40m,1-stop,13:45,Mumbai,"3,153",economy,164
02/04/2022,Air India,AI,516,7:35,Bangalore,14h 00m,1-stop,21:35,Mumbai,"5,761",economy,12
02/04/2022,Air India,AI,503,17:50,Bangalore,27h 25m,1-stop,21:15,Mumbai,"6,158",economy,32
03/04/2022,Air India,AI,765,17:15,Kolkata,19h 45m,1-stop,13:00,Delhi,"48,079",business,361
04/04/2022,Vistara,UK,810,7:00,Bangalore,09h 30m,1-stop,16:30,Mumbai,"6,568",economy,45
04/04/2022,GO FIRST,G8,399,22:00,Bangalore,01h 55m,1-stop,23:55,Mumbai,"2,201",economy,124
04/04/2022,Vistara,UK,818,19:40,Bangalore,14h 05m,1-stop,9:45,Mumbai,"7,212",economy,99
04/04/2022,Indigo,6E,6212,10:55,Bangalore,04h 10m,1-stop,15:05,Mumbai,"3,153",economy,148
04/04/2022,Vistara,UK,772,10:25,Kolkata,10h 15m,1-stop,20:40,Delhi,"68,303",business,331
04/04/2022,Air India,AI,698,22:15,Hyderabad,12h 00m,1-stop,10:15,Delhi,"39,499",business,414
05/04/2022,Vistara,UK,960,11:55,Mumbai,08h 20m,1-stop,20:15,Chennai,"61,933",business,367
05/04/2022,Air India,AI,804,6:10,Bangalore,11h 50m,1-stop,18:00,Mumbai,"6,578",economy,81
05/04/2022,Air India,AI,732,13:00,Kolkata,23h 15m,1-stop,12:15,Delhi,"53,743",business,334
05/04/2022,Vistara,UK,816,11:30,Bangalore,07h 35m,1-stop,19:05,Mumbai,"6,568",economy,40
05/04/2022,Air India,AI,773,17:15,Kolkata,17h 30m,1-stop,10:45,Delhi,"53,743",business,296
05/04/2022,Air India,AI,773,17:15,Kolkata,06h 30m,1-stop,23:45,Delhi,"53,743",business,470
05/04/2022,Vistara,UK,834,17:25,Chennai,18h 10m,1-stop,11:35,Mumbai,"56,273",business,495
05/04/2022,Air India,AI,503,17:50,Bangalore,26h 10m,1-stop,20:00,Mumbai,"6,158",economy,220
05/04/2022,Air India,AI,808,21:00,Bangalore,13h 10m,1-stop,10:10,Mumbai,"6,578",economy,83
05/04/2022,Air India,AI,698,22:15,Hyderabad,10h 55m,1-stop,9:10,Delhi,"39,499",business,370
06/04/2022,Air India,AI,539,17:00,Chennai,27h 00m,1-stop,20:00,Mumbai,"49,553",business,353
06/04/2022,Air India,AI,505,10:25,Bangalore,11h 10m,1-stop,21:35,Mumbai,"6,158",economy,22
06/04/2022,Vistara,UK,970,8:45,Mumbai,14h 00m,1-stop,22:45,Chennai,"64,173",business,411
06/04/2022,Vistara,UK,808,8:00,Bangalore,14h 00m,1-stop,22:00,Mumbai,"6,568",economy,247
06/04/2022,Vistara,UK,850,19:55,Bangalore,01h 55m,1-stop,21:50,Mumbai,"2,150",economy,112
07/04/2022,Air India,AI,516,7:35,Bangalore,25h 20m,1-stop,8:55,Delhi,"35,554",business,494
07/04/2022,Vistara,UK,960,11:55,Mumbai,08h 20m,1-stop,20:15,Chennai,"69,885",business,431
07/04/2022,Indigo,6E,309,19:50,Bangalore,04h 50m,1-stop,0:40,Mumbai,"3,957",economy,173
07/04/2022,Air India,AI,804,6:10,Bangalore,13h 50m,1-stop,20:00,Mumbai,"6,578",economy,84
07/04/2022,Vistara,UK,812,9:45,Bangalore,10h 20m,1-stop,20:05,Mumbai,"7,212",economy,93
08/04/2022,Air India,AI,698,22:15,Hyderabad,12h 30m,1-stop,10:45,Delhi,"39,499",business,307
08/04/2022,Indigo,6E,113,9:50,Bangalore,05h 50m,1-stop,15:40,Mumbai,"2,201",economy,129
09/04/2022,Air India,AI,479,21:15,Delhi,17h 45m,1-stop,15:00,Mumbai,"50,669",business,254
09/04/2022,Vistara,UK,876,21:35,Hyderabad,22h 10m,1-stop,19:45,Delhi,"47,395",business,365
09/04/2022,SpiceJet,SG,3027,5:45,Bangalore,24h 55m,1-stop,6:40,Mumbai,"3,990",economy,179
10/04/2022,Vistara,UK,838,21:05,Chennai,20h 35m,1-stop,17:40,Mumbai,"61,873",business,423
10/04/2022,Indigo,6E,309,19:50,Bangalore,07h 05m,1-stop,2:55,Mumbai,"3,153",economy,161
10/04/2022,Vistara,UK,834,17:10,Chennai,05h 40m,1-stop,22:50,Mumbai,"49,553",business,319
10/04/2022,Vistara,UK,986,22:45,Mumbai,21h 30m,1-stop,20:15,Chennai,"49,613",business,492
10/04/2022,Vistara,UK,810,7:00,Bangalore,08h 00m,1-stop,15:00,Mumbai,"6,568",economy,231
11/04/2022,Vistara,UK,637,17:10,Delhi,17h 50m,1-stop,11:00,Mumbai,"36,577",business,329
11/04/2022,Air India,AI,526,19:00,Kolkata,18h 50m,1-stop,13:50,Delhi,"43,910",business,308
11/04/2022,Vistara,UK,878,12:55,Hyderabad,10h 05m,1-stop,23:00,Delhi,"51,875",business,429
11/04/2022,Vistara,UK,816,11:30,Bangalore,07h 35m,1-stop,19:05,Mumbai,"6,568",economy,229
11/04/2022,Vistara,UK,864,19:00,Bangalore,05h 55m,1-stop,0:55,Delhi,"42,521",business,357
12/04/2022,Vistara,UK,852,9:30,Bangalore,01h 55m,1-stop,11:25,Mumbai,"2,150",economy,111
12/04/2022,GO FIRST,G8,7559,15:30,Bangalore,16h 15m,1-stop,7:45,Mumbai,"7,317",economy,104
12/04/2022,GO FIRST,G8,385,5:45,Bangalore,01h 35m,1-stop,7:20,Mumbai,"2,201",economy,113
12/04/2022,GO FIRST,G8,116,7:20,Bangalore,09h 15m,1-stop,16:35,Mumbai,"6,389",economy,66
12/04/2022,Air India,AI,698,22:15,Hyderabad,12h 00m,1-stop,10:15,Delhi,"44,640",business,259
12/04/2022,Vistara,UK,838,21:05,Chennai,19h 25m,1-stop,16:30,Mumbai,"49,553",business,384
12/04/2022,Vistara,UK,897,7:55,Bangalore,06h 35m,1-stop,14:30,Mumbai,"4,792",economy,190
12/04/2022,Air India,AI,732,13:00,Kolkata,21h 15m,1-stop,10:15,Delhi,"53,743",business,405
12/04/2022,Air India,AI,526,19:00,Kolkata,14h 00m,1-stop,9:00,Delhi,"43,910",business,355
13/04/2022,Air India,AI,738,11:50,Bangalore,12h 05m,1-stop,23:55,Delhi,"39,847",business,291
13/04/2022,Indigo,6E,541,9:20,Bangalore,05h 45m,1-stop,15:05,Mumbai,"3,153",economy,154
13/04/2022,Air India,AI,542,9:45,Delhi,14h 10m,1-stop,23:55,Mumbai,"44,450",business,266
14/04/2022,Indigo,6E,295,16:50,Bangalore,01h 45m,1-stop,18:35,Mumbai,"2,309",economy,142
14/04/2022,Air India,AI,516,7:35,Bangalore,12h 25m,1-stop,20:00,Mumbai,"5,761",economy,10
14/04/2022,Vistara,UK,930,7:30,Mumbai,15h 15m,1-stop,22:45,Chennai,"64,173",business,486
14/04/2022,Vistara,UK,816,11:30,Bangalore,09h 45m,1-stop,21:15,Mumbai,"7,212",economy,92
14/04/2022,Vistara,UK,858,6:40,Bangalore,01h 35m,1-stop,8:15,Mumbai,"2,150",economy,106
14/04/2022,Vistara,UK,910,17:35,Mumbai,26h 40m,1-stop,20:15,Chennai,"57,453",business,441
14/04/2022,GO FIRST,G8,116,7:20,Bangalore,11h 45m,1-stop,19:05,Mumbai,"6,389",economy,70
14/04/2022,Air India,AI,526,19:00,Kolkata,28h 00m,1-stop,23:00,Delhi,"43,910",business,465
14/04/2022,Air India,AI,503,17:50,Bangalore,02h 45m,non-stop ,20:35,Delhi,"32,923",business,473
14/04/2022,Air India,AI,773,17:15,Kolkata,17h 30m,1-stop,10:45,Delhi,"53,743",business,371
15/04/2022,Air India,AI,773,17:15,Kolkata,06h 30m,1-stop,23:45,Delhi,"53,743",business,425
15/04/2022,Air India,AI,526,19:00,Kolkata,18h 50m,1-stop,13:50,Delhi,"43,910",business,380
15/04/2022,AirAsia,I5,722,0:30,Bangalore,06h 05m,1-stop,6:35,Mumbai,"2,203",economy,135
15/04/2022,Vistara,UK,818,19:40,Bangalore,12h 15m,1-stop,7:55,Mumbai,"6,568",economy,243
16/04/2022,Air India,AI,748,2:40,Bangalore,15h 10m,1-stop,17:50,Mumbai,"5,850",economy,206
16/04/2022,Vistara,UK,867,12:45,Bangalore,26h 00m,1-stop,14:45,Mumbai,"4,007",economy,171
16/04/2022,Air India,AI,762,20:15,Delhi,23h 50m,1-stop,20:05,Mumbai,"59,033",business,343
16/04/2022,Air India,AI,743,9:55,Kolkata,05h 15m,1-stop,15:10,Delhi,"41,652",business,445
16/04/2022,GO FIRST,G8,803,18:50,Bangalore,13h 50m,1-stop,8:40,Mumbai,"5,744",economy,8
16/04/2022,Vistara,UK,816,11:30,Bangalore,06h 10m,1-stop,17:40,Mumbai,"6,568",economy,225
16/04/2022,Air India,AI,9547,19:00,Bangalore,13h 20m,1-stop,8:20,Mumbai,"3,961",economy,176
16/04/2022,Air India,AI,610,19:10,Bangalore,15h 05m,1-stop,10:15,Delhi,"42,521",business,383
